id,label
302945,1
303761,1
300308,1
301977,2
304502,1
300703,1
304924,1
300672,1
300383,1
301468,1
302389,2
301262,1
300331,2
300322,2
302490,1
301781,2
304805,1
301991,2
303903,1
302736,1
304318,1
301813,1
304383,1
303860,3
304205,1
302636,1
302523,1
301395,1
301380,2
303954,1
300788,2
301263,1
301363,1
301684,3
302352,3
300798,1
304992,1
303713,1
303011,2
302871,1
303606,2
302407,2
302116,3
302633,2
302328,1
302563,2
304023,1
301286,3
304820,1
300365,3
304879,1
304575,2
300441,2
303909,1
300062,1
301229,1
304011,1
303503,2
301340,2
300999,2
302385,1
300537,3
303807,2
302185,2
304816,1
301998,1
303788,2
300154,1
302343,2
300955,1
300213,1
300413,1
304067,1
300296,1
303203,1
301828,2
303468,3
300859,2
300790,1
303313,1
303057,1
304140,1
301324,2
303253,1
301028,1
300543,1
304255,1
300811,1
304046,3
301609,1
303880,1
301422,1
302522,1
301924,2
303783,1
302898,1
300820,2
302255,3
301123,1
300983,1
300404,1
302528,3
303453,2
300687,1
304646,1
301573,1
301041,2
304003,3
301536,1
300403,2
301057,1
304130,1
302224,1
301403,2
300183,1
302387,2
300225,1
302918,1
303673,2
300088,2
301774,3
302351,1
301228,1
300835,3
304614,1
300049,1
301451,1
303133,1
304788,2
300424,2
304173,2
304375,1
303694,1
301060,1
303312,2
302256,2
304151,2
300763,1
300256,1
303154,1
302497,2
304410,1
302940,1
303173,3
303013,1
300812,2
304221,2
302179,1
302171,1
300544,1
302583,1
303440,3
304840,1
302857,3
302100,1
301012,2
302697,1
300825,1
304122,1
301996,2
300294,1
304250,2
303628,1
300364,1
300580,1
301393,1
301095,1
304044,1
300603,1
300912,1
300021,1
300010,1
303165,1
300528,2
301701,1
300215,1
301279,1
301642,1
303121,2
304201,1
304642,1
304967,2
303129,1
303650,2
304338,2
304066,2
301216,2
303698,2
301019,2
300729,1
303958,1
304275,2
304004,1
304501,3
303008,3
302346,1
302850,2
302201,1
302840,1
300954,3
304249,1
304414,2
300718,2
302221,2
301875,2
300563,2
300737,1
304157,1
302973,1
301091,2
301555,2
302640,1
303277,1
303479,1
300323,1
304935,2
303148,1
304927,2
304451,1
304351,3
300785,2
303618,1
303914,1
304068,1
300414,1
302281,1
302924,2
302214,1
304082,2
302693,1
300508,1
300641,2
300752,1
302981,1
300084,1
301624,1
300778,2
301678,2
301592,1
300736,1
304959,3
301502,1
301758,1
301770,1
302903,2
304797,1
304727,1
302489,2
301827,2
304928,2
300100,3
302446,1
301225,1
303109,2
303236,1
301697,1
301556,1
301135,2
301287,2
302807,1
301318,3
302286,1
302388,1
300136,2
304629,2
303922,2
302275,1
302854,1
302508,1
304700,1
302324,2
301334,1
304010,2
301940,1
304999,2
304353,1
302695,1
303627,1
302824,1
304426,1
302925,1
301048,2
300210,2
300311,1
304061,2
303511,1
302496,1
304279,1
302332,2
302774,1
300004,1
302803,1
303306,1
303176,1
302198,1
303514,1
301440,2
304277,2
303925,1
304195,1
300860,2
302926,1
300559,2
303932,1
301354,2
303117,1
300789,1
303217,1
300884,1
300445,1
301731,1
302080,1
301103,2
301755,1
301932,3
303691,1
300124,1
300963,1
301470,1
303309,1
302284,1
303006,2
301068,1
303385,3
302989,2
303611,2
301433,1
301180,1
301986,1
303243,1
302930,1
303792,1
302910,1
301960,3
304825,2
301490,2
304280,1
302144,1
303234,2
301399,2
303934,1
304182,2
302841,1
304719,1
304558,1
303400,2
303232,1
303940,2
302608,1
302515,1
304756,2
302576,1
302227,1
300270,1
302535,2
302128,1
301186,1
301408,1
301222,1
301772,1
304851,2
303892,1
304496,2
304817,1
301401,2
301888,1
304738,1
300117,1
300498,1
304312,2
303655,2
300560,1
300714,1
300208,1
301141,2
301405,1
300815,1
301182,2
303904,1
301654,2
302873,2
300539,1
304468,1
304897,1
303542,2
304939,3
301582,1
304170,1
301512,1
300940,1
300782,2
304589,1
300314,1
301957,1
303348,1
302754,1
304845,1
303082,2
302944,1
301848,2
304424,3
301689,2
304165,2
303062,2
301514,1
303811,1
303808,1
302806,1
300370,1
304289,1
300107,1
301669,2
301266,1
303418,3
301967,1
303390,1
301350,2
304876,1
304483,1
301929,2
304436,1
302283,1
304686,1
303700,1
302805,2
301116,1
303101,1
303287,1
304644,1
302405,1
300573,2
300373,2
300901,1
301256,2
300339,2
304391,1
304321,2
303753,2
302067,2
302000,2
301010,1
301384,2
302042,1
303685,3
304254,2
303839,1
302234,3
303854,2
303545,1
302029,1
303663,2
302501,2
303487,2
301367,2
304944,1
302717,1
304755,2
300929,3
300064,1
301453,2
303638,2
304362,1
301645,1
302878,2
303252,2
301804,1
304557,2
303237,2
303192,1
301975,3
302073,1
304104,3
300654,1
304525,1
301150,2
300349,2
304981,1
300251,2
300674,1
303286,1
301268,1
303283,3
303110,1
300642,2
302644,1
301221,1
302921,1
303340,2
300541,2
300334,1
300463,2
300846,1
304308,2
303686,3
300359,1
303809,2
304024,1
303546,2
302775,1
304841,1
303134,1
304512,1
301637,1
304878,2
304419,1
300520,2
303931,1
302302,1
301751,1
304492,1
301463,2
302217,2
301681,1
304290,1
304437,1
304789,2
300514,1
300605,1
301994,2
302799,1
300751,2
302776,1
304301,1
304565,1
301476,1
304868,2
304091,1
300941,1
302692,1
304269,1
300516,3
302546,1
300141,1
304422,2
303394,1
302130,1
302482,1
300008,2
300853,2
304972,1
300743,1
301503,2
303660,1
301847,2
302092,1
302542,2
302747,2
300931,1
304294,1
302175,2
301191,1
301862,1
301243,3
304064,1
300348,2
301680,2
302730,1
301015,2
304760,1
302672,2
301753,1
304337,1
300477,1
304495,2
300997,3
301487,2
303715,1
304628,1
303835,2
301098,1
304832,1
303509,1
304964,1
302220,1
301686,1
300888,1
301418,3
301965,2
301046,2
301074,1
303842,1
300352,1
302093,1
302139,2
302053,2
300964,1
302613,1
301963,1
300260,3
300180,1
301743,1
300632,1
300971,1
300068,1
301779,1
300606,2
301165,2
301009,1
303589,1
301634,1
301423,1
303410,2
301836,3
300591,2
303742,1
301102,1
304504,2
302216,1
300357,1
301716,1
302419,3
303071,1
302105,1
300250,1
304877,1
303929,2
301292,3
300902,1
301017,1
303114,1
300439,1
304080,2
302750,1
304546,2
303357,3
302781,1
301846,1
303561,2
301067,1
304191,1
301739,1
300400,1
303648,1
302397,1
304913,1
303411,1
301509,2
300842,1
302949,2
303251,1
301348,2
302384,1
301143,1
300851,1
303741,1
302155,1
301411,1
302069,1
302813,1
301799,1
300011,1
300761,1
304931,1
300609,1
301704,2
300993,2
301065,1
301863,3
301284,3
302306,1
300009,1
302363,1
304893,1
302761,1
303187,2
300694,2
303866,1
301231,1
301855,1
304075,1
301563,1
301657,1
301038,1
302099,2
303762,1
302238,2
300146,1
304039,2
304404,2
302521,1
300305,3
300140,1
302038,1
303530,2
300435,1
303206,1
301567,1
303745,2
301995,1
304197,2
301620,2
303386,2
300908,2
303984,1
304214,1
301232,1
302551,3
302183,1
303431,1
302701,2
301805,1
300711,1
302505,1
300415,1
303639,1
301070,1
300881,1
300739,2
303724,1
301250,1
301322,2
303199,2
300161,1
304793,1
302341,2
303506,1
304921,2
300043,1
302333,1
302882,1
304285,1
302861,1
301985,1
302715,2
300830,1
303369,1
303523,1
303727,1
301288,1
302218,1
303668,2
304469,1
300460,1
301868,1
301528,1
302703,1
303797,2
302612,1
302520,1
301885,2
303003,2
304071,1
303208,2
302376,2
301484,1
300394,1
303728,1
304098,1
304048,1
300429,2
304166,1
304113,1
303451,1
304343,1
303266,1
304137,1
303614,1
302851,2
303366,1
303777,2
301285,1
301540,2
301539,1
301153,1
304054,1
300721,1
303024,1
302480,1
303097,1
301496,1
301045,1
301777,1
300933,1
304818,1
302675,2
300371,1
303076,1
301882,1
304933,1
303274,2
300525,1
301845,1
302085,2
302908,1
302195,2
304732,1
303946,2
303953,1
303756,2
304572,1
304538,2
300377,1
301163,3
302929,1
300207,2
301562,2
300648,1
304955,1
302003,1
304339,1
302355,2
300794,2
302051,2
300913,1
300622,1
304862,1
303445,1
300887,1
304915,1
300740,1
303120,2
300232,2
301247,1
302573,1
304859,1
300819,2
302728,1
301083,2
302829,2
302832,2
304922,1
301549,1
300698,2
300319,2
302207,1
300803,3
303979,1
301844,1
302590,1
303088,1
301566,1
301173,1
301954,1
300378,1
304031,3
300988,3
304630,1
301267,1
304081,1
301910,1
300090,2
303370,1
304159,2
301852,1
301196,1
300707,1
302368,1
302019,1
300534,1
300236,1
303036,1
300462,1
300005,1
304126,1
303215,1
300660,3
303592,2
301120,2
304814,2
300130,1
304198,1
303426,1
303732,1
304637,1
302152,1
302164,1
301595,1
303920,2
300542,1
302867,2
303315,1
300576,2
300862,1
302300,1
304442,1
302749,1
304089,2
300882,1
304420,2
301831,1
301297,3
301538,1
304088,1
300368,1
301729,2
304870,1
301062,1
300299,1
304902,3
302601,2
302984,1
302167,1
300594,1
303861,1
303339,1
303457,1
304905,1
304052,1
303708,1
304821,2
300992,1
302937,1
302770,3
300171,2
304153,1
300040,1
300070,1
301577,3
301533,1
302488,1
303522,3
302364,2
303043,1
301452,1
300391,1
303900,3
302169,1
301838,1
303957,1
301462,2
300662,2
303488,2
303852,1
303406,1
301149,2
300192,1
303046,1
300388,1
303819,3
304222,1
302629,1
304882,1
302336,2
302485,1
304446,1
300145,1
300198,2
302859,1
303587,2
302995,1
300195,1
301784,1
302174,1
304751,1
300344,1
303888,1
301937,1
303316,1
301594,1
304537,1
303212,1
304804,2
302401,1
303850,1
302028,1
301675,1
304384,1
302936,1
304747,2
302402,1
302614,1
304106,2
302737,2
301249,1
301312,1
300889,1
304526,2
301258,2
302798,1
303351,1
303367,2
302039,2
303640,1
301343,2
301172,1
300690,1
302203,1
304519,1
301590,1
302429,2
303744,1
303068,2
302365,1
304962,2
302024,2
304457,1
302400,3
303906,2
302561,1
301736,1
301466,1
301878,3
301349,1
301806,1
302378,1
303635,2
303692,1
301866,3
303554,2
302845,1
304597,1
302486,2
300769,1
304429,2
304580,3
302088,2
304114,1
300071,1
300216,2
301444,1
301450,2
304349,1
301317,1
303461,1
303000,1
302154,3
302653,2
301901,3
304233,2
303977,1
303586,1
301337,1
301471,2
303975,1
302271,1
303331,1
300220,2
301128,2
302101,1
301104,1
301700,2
304388,1
300354,1
304274,2
301699,1
304444,1
303598,1
302885,2
304489,1
303688,1
301956,2
300356,1
304143,1
301314,1
304943,1
304692,1
301643,1
301177,3
304936,1
304750,2
302975,2
301261,1
301908,3
303672,2
301054,1
301895,1
303865,1
303151,1
303241,2
302396,2
304826,1
302714,2
302200,1
302268,1
302223,1
302529,2
304319,2
301107,1
304952,2
304045,1
302766,2
303171,1
301368,1
301648,1
303396,1
302870,1
302793,1
301928,1
300450,3
302151,1
301583,1
303636,1
304328,2
300212,3
304746,3
303938,2
300598,2
304696,1
304918,2
303030,1
301291,2
302869,1
303955,1
304929,1
302296,2
301429,2
303164,1
302148,1
302858,2
303256,1
301724,1
303160,1
300564,1
303615,2
304742,1
302170,2
304705,1
303833,2
304207,3
301933,1
301335,2
300741,1
302233,3
304898,1
301396,1
302474,1
300052,1
304620,1
303290,1
302783,1
303834,1
303190,2
304055,1
302922,1
304477,1
302883,2
302985,1
300228,2
302810,1
304611,1
304355,2
301215,1
300353,3
301718,2
304149,1
303299,2
304476,1
301214,1
300651,1
303667,1
300917,1
301682,1
303571,1
302538,1
301244,1
303231,1
301185,1
302649,2
300221,1
302788,1
300719,2
304500,3
302240,1
303374,1
303191,3
301255,1
300852,2
301711,1
302391,1
302743,1
304295,1
304978,1
303800,1
303595,1
301417,1
304969,1
302035,1
300947,2
301765,2
300128,1
301493,1
304202,1
303404,3
302564,1
300536,2
304907,1
300746,2
304365,1
300592,1
301421,2
301183,2
301481,1
302593,3
303202,1
300944,1
303818,2
304837,1
302827,1
300495,1
303758,1
304156,1
300836,2
300644,1
304332,3
302251,1
304331,1
300310,1
300055,1
304262,1
301513,1
304872,2
301993,1
304396,1
301436,2
300283,1
304834,3
304904,1
303828,1
302767,2
304900,1
301870,1
300507,1
301446,1
301464,1
304083,1
304392,1
304310,1
302107,1
302802,2
303146,3
301061,3
300621,2
303894,1
304772,2
300030,1
303140,1
302278,1
303233,2
303368,1
304416,1
303643,2
301240,1
303214,1
304556,1
303055,1
304632,1
301455,1
303968,1
303048,1
302090,1
301152,3
300513,1
302089,1
302729,1
303379,1
300679,1
301617,2
302988,1
300144,2
301713,1
300981,1
302866,1
300832,1
304381,1
303733,2
304576,2
303491,2
301633,2
303949,1
302998,2
301077,2
302331,1
300596,1
301534,1
300787,1
303469,2
302347,1
304172,1
304105,1
304190,1
300178,3
300561,1
303337,1
301778,2
304152,1
304372,1
303075,1
302165,1
303815,1
302567,1
304013,1
304764,3
304096,2
304450,3
304564,2
304808,2
301002,1
302723,2
302344,2
304693,1
303778,1
303084,2
303976,3
301387,1
304668,1
302579,1
302219,1
303296,1
300485,1
303966,1
300245,1
300472,2
302722,1
302318,1
301204,1
301636,3
300939,2
304186,1
301565,1
302677,1
300922,1
301127,1
301816,1
304456,1
303729,2
302670,1
302786,3
300796,3
302658,1
301553,1
301316,1
303948,1
304970,2
302927,1
304256,1
304264,1
304208,1
301259,1
304447,1
304740,3
303320,1
301579,2
300987,1
304612,2
302356,1
304072,1
300856,1
301053,2
303504,1
302129,1
301034,1
303103,3
301079,2
303311,2
302513,1
300389,1
302919,1
304380,1
304147,2
301683,1
304058,1
301545,2
303196,1
303387,2
303645,1
304484,2
301355,1
301839,1
303517,1
300633,2
303272,2
304787,2
301235,1
301459,1
302441,3
303763,1
302915,1
303111,2
300688,1
301702,1
301947,1
304621,3
304987,2
303564,3
302339,1
301912,1
301210,2
303512,3
304036,1
300261,1
301833,2
301650,1
302202,1
304038,1
301981,1
303859,2
302931,1
300247,1
303329,1
303107,1
302250,2
302879,2
300599,1
302856,1
301803,1
304161,1
300416,1
304316,1
303739,1
302136,2
301090,1
302321,1
304532,2
302962,1
303784,2
304465,1
301800,1
304762,2
302103,1
301320,1
301071,1
304260,1
300330,2
302710,2
302525,1
300204,1
301414,2
300214,1
302050,2
302706,1
304169,1
304100,1
302005,2
303257,2
300246,1
300115,2
303032,1
302294,1
300512,2
303801,1
301495,1
301560,1
303982,1
303102,1
301223,1
303682,2
300567,2
304263,1
303442,1
302137,1
300505,1
304938,3
304385,1
303723,1
301257,1
303045,1
302017,3
304423,2
304606,1
303917,1
304234,1
300504,1
300278,1
301840,1
303223,1
303427,1
303180,1
304510,2
304406,1
300948,2
303025,1
300116,1
300304,2
302971,1
302049,1
301200,1
300927,1
302956,1
301978,1
304680,3
300395,1
304733,1
300032,2
302543,1
302285,2
301999,3
302156,1
302197,1
301997,1
301671,1
304481,1
301357,2
304009,1
301939,1
303448,1
300715,1
301662,2
303656,1
303131,1
300968,3
303863,1
303407,1
300611,1
300748,1
300962,1
302974,1
304864,1
302815,1
303683,1
301970,1
303887,1
304306,1
304276,2
300555,1
302456,1
301156,1
301980,1
303913,1
303822,1
300766,2
301935,2
302892,3
302058,1
304701,3
304885,2
300099,2
301458,1
301315,1
302467,1
302466,2
303844,2
304638,1
301491,1
302012,2
300800,2
300231,2
300618,2
300814,2
303965,2
301369,1
303455,1
304517,1
301131,1
303035,1
304765,1
302687,1
303380,2
304176,1
303044,1
305000,2
300861,1
302465,1
303793,1
304136,1
300745,1
302418,1
303384,1
301941,1
301311,3
300206,1
303926,1
302166,1
303065,1
304995,3
302122,1
304288,2
304302,1
301276,2
302738,3
304506,1
301176,2
304386,2
302847,1
302070,1
301050,1
301242,1
304690,1
303624,2
300813,2
304636,1
303716,1
301029,1
302340,1
304515,1
300608,2
303307,2
301082,3
303824,1
303526,1
303947,2
300550,1
304452,2
301140,1
304815,1
301607,1
303754,1
300551,1
301138,2
304748,1
302473,1
304412,1
303996,1
303978,1
303089,1
301877,1
300779,1
303268,2
302825,1
301205,2
302212,1
303078,2
304267,1
303261,1
301561,1
304313,1
304026,1
301976,1
300945,1
300120,1
300492,1
301331,1
302707,1
303572,2
301815,1
303566,1
302537,2
304769,2
303901,2
301327,1
302366,1
304102,1
303271,3
303766,2
300073,2
301352,1
300869,2
303495,1
304209,1
303211,1
304110,1
300421,1
302138,1
300562,1
304238,1
302079,1
303022,1
301460,2
300659,1
301608,1
302415,2
300067,1
304886,1
302796,1
303555,1
303942,2
300079,1
300016,1
302308,1
304846,1
300535,3
300774,1
304458,1
303541,2
303220,1
301916,1
302986,1
300483,1
301612,1
304049,1
303928,2
301652,2
302943,2
302287,1
304656,1
302758,1
302112,1
300909,1
300975,1
304242,1
301400,2
301817,1
302586,1
301811,2
301443,1
303147,1
302086,2
303174,2
304626,1
300533,1
301047,2
300650,1
302880,2
304899,1
304085,3
301175,1
304220,2
301606,1
300392,2
300658,1
301664,1
303156,1
302147,2
303817,1
301478,1
303138,1
300019,2
300631,1
300675,1
304842,2
302461,1
300756,2
302307,1
304658,1
301990,2
301085,2
300282,1
301851,1
300346,1
304946,2
303128,1
302435,2
302288,1
301379,1
300259,1
303321,2
304682,1
303840,2
304178,1
302477,1
300102,2
302357,2
300257,1
301630,1
302317,1
303799,1
302076,1
304268,1
303042,1
301434,2
300720,1
303674,2
301088,1
302647,1
302335,1
303582,1
303017,1
304305,1
303262,2
304651,2
300510,1
302814,1
300995,1
301717,2
304133,1
302342,2
304579,1
301761,1
304453,1
301338,1
304648,2
304734,2
302381,3
303347,2
304117,1
300044,1
302875,2
300833,1
300465,1
300625,1
303371,1
304215,1
303910,1
302852,3
302266,1
300123,3
304029,2
300419,1
300784,1
304665,2
304002,1
303012,2
300137,2
301326,1
301383,1
300396,1
300170,1
302664,1
303031,1
301871,2
300786,1
304791,2
302390,1
303704,1
302025,1
303116,1
302507,2
302902,1
301024,1
303494,1
301526,1
303596,2
300157,2
302605,1
303016,1
302933,1
300872,1
302034,1
303874,2
302934,3
300978,2
303647,1
301706,1
301282,2
302326,1
302002,1
304792,1
304487,1
304988,1
304807,1
303525,1
304574,1
300950,1
300172,1
304855,1
301864,2
300664,1
304950,1
300185,2
300677,1
300808,1
303343,2
301525,2
301404,1
301154,1
303962,1
301073,1
301720,2
304073,2
302558,1
300569,2
304206,1
301548,1
301890,1
303867,2
301629,1
301167,1
303923,2
302026,1
300991,1
301972,1
303014,2
303061,1
302868,1
303284,1
301181,1
304534,2
302289,1
302237,1
303740,1
303990,1
301651,1
300197,1
300436,2
303617,2
303247,2
302231,2
300727,2
301588,1
302359,1
303591,2
303574,1
303752,3
302541,2
303935,1
300074,1
303285,3
304779,1
301869,2
301670,2
303707,1
300744,1
300028,1
303764,2
304982,1
302987,1
301988,2
300269,2
304300,1
303439,1
301710,3
300320,1
300057,2
303877,1
304057,1
302967,1
302045,1
304661,1
302230,1
300990,1
300387,1
300098,2
303654,1
301051,1
302712,1
303099,2
304860,2
302178,2
302210,3
301569,1
304961,2
304983,2
302215,2
302517,2
303757,1
300034,2
301823,1
300653,1
304363,1
302957,3
301674,2
300038,1
300241,1
301486,1
303943,2
300275,2
302617,2
303382,1
300194,1
300273,1
303375,3
300566,1
302844,2
303139,1
303472,1
304047,2
302509,2
303619,2
303999,1
300374,2
302996,2
302298,1
302514,1
302762,1
304297,2
303248,1
302265,1
302682,1
300382,1
304591,1
303562,2
304754,2
300585,1
302853,1
300327,1
300914,1
301973,1
300620,2
300468,2
302570,1
303172,1
304001,2
301593,2
300670,2
300867,1
303498,1
300725,3
303760,2
301705,1
300167,1
304539,3
301802,1
300139,1
301325,1
304615,1
304768,3
303709,3
302556,1
303830,1
302358,1
303027,2
300886,1
300667,1
304341,1
304906,2
302604,1
302091,1
303773,3
301482,1
304720,1
300291,1
302114,2
302899,1
300375,1
304559,1
302168,1
302362,1
301361,1
302044,1
300776,1
301192,1
302065,1
301049,1
302952,1
302920,1
302244,1
304021,2
301449,1
302004,1
300164,2
304974,1
300274,2
304838,1
302245,1
303381,1
300233,2
301044,2
300942,1
300617,1
300822,1
304016,2
303028,1
300422,2
301305,1
301274,1
303059,3
303697,1
301115,2
303460,1
302732,1
301465,1
300410,2
301161,1
304248,2
303464,1
304354,1
303883,1
301691,1
303115,1
300671,2
301902,1
303836,2
302299,1
300020,1
300058,1
302795,1
301226,1
304018,1
301306,1
300087,2
301014,2
301130,2
300234,1
303091,1
302502,1
301795,1
304103,2
301415,2
304831,1
302445,1
301752,2
302457,1
304583,1
304545,1
300474,1
304925,2
302589,1
301271,1
304015,1
301081,1
301072,1
302510,2
304470,1
304679,2
303680,1
300106,2
301783,1
301308,1
301949,3
303377,1
300229,2
300669,1
304188,1
302606,1
300001,1
302913,3
303018,1
303768,2
304012,1
301461,1
302279,1
302013,2
302370,2
304092,1
303959,1
302702,2
302549,3
304888,1
301927,2
302426,1
300770,2
304402,1
300636,1
304759,1
302979,1
304932,1
303010,1
304340,1
304725,2
302160,1
300866,2
303095,1
301740,1
303580,1
302450,1
300343,1
300114,1
304873,1
303058,1
300801,1
302504,2
302630,1
301615,2
301707,1
304891,1
302559,3
301635,1
301887,2
303726,1
301727,2
302304,1
300915,1
303361,2
303886,1
304741,1
303054,1
301762,1
304060,1
300223,1
302557,2
303832,2
302119,1
302206,2
302656,1
304272,2
300033,1
300692,1
302295,1
304101,2
300526,3
301585,1
301307,1
300329,2
303642,2
302622,1
302631,1
300018,2
304116,3
302273,1
300857,1
303899,3
301722,3
304479,1
304883,1
303413,1
301677,1
300938,3
304131,1
301883,1
300242,1
301510,2
303198,1
302890,1
303616,2
302126,1
301105,2
301822,1
302992,1
300488,1
304608,2
300133,1
300655,1
303937,2
304547,1
301558,2
300949,1
302955,2
304200,1
304600,2
300649,1
304794,2
301858,1
301647,1
301959,1
303428,1
303235,1
300188,3
304511,1
304227,1
301416,2
301744,1
301554,2
300588,2
303960,2
302261,1
302663,1
304430,2
303446,1
300501,2
300324,1
304795,1
300568,1
301431,3
300056,2
300877,1
300007,1
301059,1
302785,2
302742,1
301293,1
301159,1
302057,1
300176,1
303002,1
301075,2
301923,1
304020,1
302822,1
300697,1
303918,1
302751,3
304307,1
302252,1
303769,1
302476,1
304394,1
303812,2
304672,1
300335,1
302624,1
303183,1
304467,1
302597,2
303749,1
303912,1
303372,1
301984,2
302241,1
304017,1
300267,1
300337,1
300048,1
301194,1
301438,2
300222,2
300362,1
300097,1
303532,1
304508,2
302887,1
302846,1
304710,2
302327,1
301551,1
303292,2
303967,1
304270,3
303676,1
302382,2
303675,2
304282,1
303069,2
300286,2
303557,2
300211,2
302733,1
302181,1
301603,1
303535,1
300333,2
301006,3
301821,2
303919,1
302353,1
303040,1
302021,1
303969,1
304303,1
303334,1
300924,1
303080,1
303629,2
301907,1
304028,1
304239,1
304678,3
300082,1
302625,2
300583,1
300384,2
303254,2
304127,3
302667,2
302571,1
303858,1
300817,1
303218,1
301788,3
302188,1
302746,1
302055,1
300920,2
302495,1
302095,2
302423,1
304359,1
304418,2
303782,1
301336,2
304261,1
301087,1
304585,1
304482,1
304400,1
302064,2
304782,2
304034,2
303269,1
300762,1
301301,1
302460,1
303581,1
301238,1
303502,1
301178,2
301483,2
304911,1
304694,1
304914,1
301213,1
300758,1
301865,2
304184,2
302350,1
301039,1
302553,1
300458,1
302626,1
302361,1
300797,2
302458,2
300976,1
302646,2
303841,1
301531,2
304894,2
300503,2
301356,1
304507,2
303167,2
303878,1
304345,1
301819,1
302681,2
300713,2
302828,1
301441,2
302999,1
303278,1
303652,1
302527,1
300847,1
303964,2
301193,2
302371,2
300426,1
300771,1
304211,1
302211,1
302109,2
303145,1
302475,1
301253,2
300965,2
303795,2
304379,1
300406,1
301114,1
303364,1
302881,2
303597,2
301948,2
302104,1
303264,1
302782,1
302671,1
303864,1
301375,2
301199,1
302970,1
304584,2
301692,2
301448,1
303113,1
303081,1
303141,1
304541,1
303489,1
302818,2
303194,1
302048,1
302990,1
304329,1
300295,1
304736,1
301420,1
300919,1
300755,1
303317,1
302727,1
302001,1
301879,1
301037,1
304749,1
303798,1
